0.00305176	8.44858E-08	1.00001
0.00610352	8.43769E-08	1.00007
0.00915527	8.68099E-08	1.00016
0.012207	8.62231E-08	1.00028
0.0152588	9.72192E-08	1.00045
0.0183105	5.91719E-08	1.00065
0.0213623	1.47571E-07	1.00089
0.0244141	1.02093E-07	1.00117
0.0274658	2.05362E-07	1.00149
0.0305176	1.78736E-07	1.00184
0.0335693	4.51814E-07	1.00223
0.0366211	4.10195E-07	1.00266
0.0396729	2.21943E-07	1.00313
0.0427246	7.50027E-07	1.00364
0.0457764	1.88792E-06	1.00418
0.0488281	1.27371E-06	1.00477
0.0518799	3.91445E-06	1.00539
0.0549316	1.08929E-05	1.00605
0.0579834	2.06202E-05	1.00674
0.0610352	1.35227E-06	1.00748
0.0640869	4.25743E-05	1.00826
0.0671387	0.000144169	1.00907
0.0701904	0.000181196	1.00993
0.0732422	0.000204212	1.01082
0.0762939	0.000317052	1.01175
0.0793457	0.000320891	1.01272
0.0823975	0.000668723	1.01374
0.0854492	0.000399736	1.01479
0.088501	0.000345933	1.01588
0.0915527	0.000678956	1.01701
0.0946045	0.00067762	1.01819
0.0976563	0.0031815	1.0194
0.100708	0.00640833	1.02065
0.10376	0.00890542	1.02195
0.106812	0.00770493	1.02328
0.109863	0.00640755	1.02466
0.112915	0.00997276	1.02608
0.115967	0.0139525	1.02754
0.119019	0.0109562	1.02905
0.12207	0.00757161	1.03059
0.125122	0.0114252	1.03218
0.128174	0.00490465	1.03382
0.131226	0.00741041	1.03549
0.134277	0.0094764	1.03721
0.137329	0.0127568	1.03897
0.140381	0.0150951	1.04078
0.143433	0.0233096	1.04263
0.146484	0.0266473	1.04453
0.149536	0.0286864	1.04647
0.152588	0.027933	1.04846
0.15564	0.0359021	1.05049
0.158691	0.0276257	1.05257
0.161743	0.0268813	1.0547
0.164795	0.0444608	1.05687
0.167847	0.0488927	1.05909
0.170898	0.0553018	1.06136
0.17395	0.0560921	1.06368
0.177002	0.0301324	1.06604
0.180054	0.0409292	1.06845
0.183105	0.0308367	1.07092
0.186157	0.0245465	1.07343
0.189209	0.048686	1.076
0.192261	0.0472112	1.07861
0.195313	0.0407638	1.08128
0.198364	0.0286855	1.084
0.201416	0.0374809	1.08677
0.204468	0.0530367	1.08959
0.20752	0.0280339	1.09247
0.210571	0.00808707	1.0954
0.213623	0.0401606	1.09839
0.216675	0.0440562	1.10143
0.219727	0.0388547	1.10453
0.222778	0.0356712	1.10768
0.22583	0.00818048	1.11089
0.228882	0.020256	1.11416
0.231934	0.0502301	1.11748
0.234985	0.0392156	1.12087
0.238037	0.0615527	1.12431
0.241089	0.0759532	1.12782
0.244141	0.0646469	1.13139
0.247192	0.0558789	1.13501
0.250244	0.0696981	1.1387
0.253296	0.0928754	1.14246
0.256348	0.0516635	1.14628
0.259399	0.0895346	1.15016
0.262451	0.090178	1.15411
0.265503	0.0713658	1.15812
0.268555	0.0584945	1.1622
0.271606	0.0580638	1.16635
0.274658	0.0547327	1.17057
0.27771	0.0448994	1.17486
0.280762	0.0289315	1.17922
0.283813	0.0235511	1.18365
0.286865	0.0352249	1.18816
