17490					0.01
0.01					-2.00371070240761E-09
0.02					-2.013304338905E-09
0.03					-2.02290376556619E-09
0.04					-2.03250865341033E-09
0.05					-2.04211867030376E-09
0.06					-2.051733480945E-09
0.07					-2.06135274684979E-09
0.08					-2.07097612633611E-09
0.09					-2.08060327450918E-09
0.1					-2.09023384324646E-09
0.11					-2.09986748118267E-09
0.12					-2.10950383369473E-09
0.13					-2.11914254288679E-09
0.14					-2.12878324757521E-09
0.15					-2.1384255832735E-09
0.16					-2.14806918217735E-09
0.17					-2.15771367314953E-09
0.18					-2.16735868170495E-09
0.19					-2.17700382999554E-09
0.2					-2.18664873679529E-09
0.21					-2.19629301748515E-09
0.22					-2.20593628403808E-09
0.23					-2.21557814500393E-09
0.24					-2.22521820549448E-09
0.25					-2.23485606716837E-09
0.26					-2.24449132821612E-09
0.27					-2.25412358334505E-09
0.28					-2.26375242376431E-09
0.29					-2.27337743716985E-09
0.3					-2.28299820772942E-09
0.31					-2.29261431606755E-09
0.32					-2.30222533925059E-09
0.33					-2.31183085077169E-09
0.34					-2.32143042053584E-09
0.35					-2.33102361484488E-09
0.36					-2.34060999638258E-09
0.37					-2.35018912419963E-09
0.38					-2.35976055369876E-09
0.39					-2.36932383661976E-09
0.4					-2.37887852102459E-09
0.41					-2.38842415128248E-09
0.42					-2.397960268055E-09
0.43					-2.40748640828125E-09
0.44					-2.41700210516292E-09
0.45					-2.42650688814951E-09
0.46					-2.43600028292346E-09
0.47					-2.44548181138534E-09
0.48					-2.45495099163908E-09
0.49					-2.46440733797716E-09
0.5					-2.47385036086587E-09
0.51					-2.48327956693058E-09
0.52					-2.492694458941E-09
0.53					-2.50209453579649E-09
0.54					-2.51147929251141E-09
0.55					-2.52084822020045E-09
0.56					-2.53020080606399E-09
0.57					-2.53953653337353E-09
0.58					-2.54885488145709E-09
0.59					-2.55815532568468E-09
0.6					-2.56743733745375E-09
0.61					-2.57670038417472E-09
0.62					-2.58594392925651E-09
0.63					-2.59516743209207E-09
0.64					-2.60437034804404E-09
0.65					-2.61355212843031E-09
0.66					-2.62271222050972E-09
0.67					-2.63185006746771E-09
0.68					-2.64096510840209E-09
0.69					-2.65005677830877E-09
0.7					-2.65912450806755E-09
0.71					-2.66816772442797E-09
0.72					-2.67718584999517E-09
0.73					-2.6861783032158E-09
0.74					-2.69514449836393E-09
0.75					-2.70408384552709E-09
0.76					-2.71299575059227E-09
0.77					-2.72187961523199E-09
0.78					-2.73073483689038E-09
0.79					-2.7395608087694E-09
0.8					-2.74835691981499E-09
0.81					-2.75712255470331E-09
0.82					-2.76585709382708E-09
0.83					-2.77455991328185E-09
0.84					-2.78323038485247E-09
0.85					-2.79186787599943E-09
0.86					-2.80047174984543E-09
0.87					-2.80904136516188E-09
0.88					-2.8175760763555E-09
0.89					-2.82607523345494E-09
0.9					-2.83453818209753E-09
0.91					-2.84296426351598E-09
0.92					-2.85135281452522E-09
0.93					-2.85970316750927E-09
0.94					-2.86801465040816E-09
0.95					-2.87628658670489E-09
0.96					-2.88451829541253E-09
0.97					-2.89270909106128E-09
0.98					-2.90085828368567E-09
0.99					-2.90896517881178E-09
1						-2.91702907744454E-09
1.01					-2.92504927605511E-09
1.02					-2.9330250665683E-09
1.03					-2.94095573635007E-09
1.04					-2.94884056819508E-09
1.05					-2.9566788403144E-09
1.06					-2.96446982632312E-09
1.07					-2.97221279522824E-09
1.08					-2.97990701141643E-09
1.09					-2.98755173464204E-09
1.1					-2.99514622001506E-09
1.11					-3.00268971798923E-09
1.12					-3.0101814743502E-09
1.13					-3.01762073020375E-09
1.14					-3.02500672196416E-09
1.15					-3.03233868134258E-09
1.16					-3.03961583533553E-09
1.17					-3.04683740621346E-09
1.18					-3.05400261150946E-09
1.19					-3.06111066400792E-09
1.2					-3.06816077173343E-09
1.21					-3.0751521379397E-09
1.22					-3.08208396109852E-09
1.23					-3.08895543488892E-09
1.24					-3.09576574818635E-09
1.25					-3.10251408505196E-09
1.26					-3.10919962472199E-09
1.27					-3.11582154159726E-09
1.28					-3.12237900523273E-09
1.29					-3.12887118032724E-09
1.3					-3.1352972267132E-09
1.31					-3.14165629934654E-09
1.32					-3.14794754829669E-09
1.33					-3.15417011873661E-09
1.34					-3.16032315093309E-09
1.35					-3.16640578023693E-09
1.36					-3.17241713707347E-09
1.37					-3.178356346933E-09
1.38					-3.18422253036149E-09
1.39					-3.19001480295125E-09
1.4					-3.19573227533187E-09
1.41					-3.20137405316111E-09
1.42					-3.20693923711605E-09
1.43					-3.21242692288426E-09
1.44					-3.21783620115518E-09
1.45					-3.22316615761149E-09
1.46					-3.22841587292075E-09
1.47					-3.23358442272705E-09
1.48					-3.23867087764285E-09
1.49					-3.24367430324092E-09
1.5					-3.24859376004641E-09
1.51					-3.25342830352906E-09
1.52					-3.25817698409552E-09
1.53					-3.26283884708183E-09
1.54					-3.26741293274602E-09
1.55					-3.27189827626083E-09
1.56					-3.27629390770659E-09
1.57					-3.28059885206423E-09
1.58					-3.28481212920843E-09
1.59					-3.28893275390093E-09
1.6					-3.29295973578393E-09
1.61					-3.29689207937367E-09
1.62					-3.3007287840542E-09
1.63					-3.30446884407119E-09
1.64					-3.30811124852601E-09
1.65					-3.31165498136986E-09
1.66					-3.3150990213981E-09
1.67					-3.31844234224474E-09
1.68					-3.32168391237708E-09
1.69					-3.32482269509048E-09
1.7					-3.3278576485033E-09
1.71					-3.33078772555206E-09
1.72					-3.33361187398664E-09
1.73					-3.33632903636577E-09
1.74					-3.33893815005262E-09
1.75					-3.34143814721052E-09
1.76					-3.34382795479897E-09
1.77					-3.34610649456968E-09
1.78					-3.34827268306286E-09
1.79					-3.35032543160372E-09
1.8					-3.35226364629901E-09
1.81					-3.35408622803389E-09
1.82					-3.35579207246889E-09
1.83					-3.35738007003706E-09
1.84					-3.3588491059413E-09
1.85					-3.36019806015194E-09
1.86					-3.36142580740438E-09
1.87					-3.36253121719705E-09
1.88					-3.36351315378947E-09
1.89					-3.36437047620051E-09
1.9					-3.3651020382069E-09
1.91					-3.36570668834186E-09
1.92					-3.36618326989398E-09
1.93					-3.36653062090628E-09
1.94					-3.36674757417547E-09
1.95					-3.36683295725137E-09
1.96					-3.36678559243663E-09
1.97					-3.36660429678657E-09
1.98					-3.36628788210925E-09
1.99					-3.36583515496577E-09
2						-3.36524491667073E-09
2.01					-3.364515963293E-09
2.02					-3.36364708565657E-09
2.03					-3.36263706934173E-09
