17192					0.01
0.01					-1.64820205501894E-09
0.02					-1.65970837672728E-09
0.03					-1.67125158166566E-09
0.04					-1.68283154129058E-09
0.05					-1.69444812445381E-09
0.06					-1.70610119738423E-09
0.07					-1.71779062366982E-09
0.08					-1.72951626423946E-09
0.09					-1.74127797734469E-09
0.1					-1.75307561854148E-09
0.11					-1.76490904067185E-09
0.12					-1.77677809384553E-09
0.13					-1.78868262542149E-09
0.14					-1.80062247998944E-09
0.15					-1.81259749935129E-09
0.16					-1.82460752250253E-09
0.17					-1.83665238561357E-09
0.18					-1.84873192201102E-09
0.19					-1.86084596215892E-09
0.2					-1.87299433363992E-09
0.21					-1.88517686113638E-09
0.22					-1.89739336641145E-09
0.23					-1.90964366829009E-09
0.24					-1.92192758264002E-09
0.25					-1.93424492235262E-09
0.26					-1.9465954973238E-09
0.27					-1.95897911443478E-09
0.28					-1.97139557753288E-09
0.29					-1.98384468741219E-09
0.3					-1.99632624179421E-09
0.31					-2.00884003530847E-09
0.32					-2.02138585947308E-09
0.33					-2.03396350267521E-09
0.34					-2.04657275015153E-09
0.35					-2.05921338396862E-09
0.36					-2.07188518300334E-09
0.37					-2.08458792292309E-09
0.38					-2.09732137616606E-09
0.39					-2.11008531192147E-09
0.4					-2.12287949610971E-09
0.41					-2.13570369136241E-09
0.42					-2.14855765700255E-09
0.43					-2.16144114902445E-09
0.44					-2.17435392007374E-09
0.45					-2.18729571942726E-09
0.46					-2.20026629297297E-09
0.47					-2.21326538318977E-09
0.48					-2.22629272912726E-09
0.49					-2.2393480663855E-09
0.5					-2.25243112709472E-09
0.51					-2.26554163989494E-09
0.52					-2.27867932991561E-09
0.53					-2.29184391875514E-09
0.54					-2.30503512446047E-09
0.55					-2.31825266150653E-09
0.56					-2.33149624077566E-09
0.57					-2.34476556953704E-09
0.58					-2.35806035142605E-09
0.59					-2.37138028642356E-09
0.6					-2.38472507083525E-09
0.61					-2.3980943972708E-09
0.62					-2.41148795462314E-09
0.63					-2.42490542804759E-09
0.64					-2.43834649894098E-09
0.65					-2.45181084492076E-09
0.66					-2.46529813980403E-09
0.67					-2.47880805358655E-09
0.68					-2.49234025242175E-09
0.69					-2.50589439859967E-09
0.7					-2.51947015052581E-09
0.71					-2.53306716270011E-09
0.72					-2.54668508569568E-09
0.73					-2.5603235661377E-09
0.74					-2.57398224668213E-09
0.75					-2.58766076599451E-09
0.76					-2.6013587587286E-09
0.77					-2.61507585550516E-09
0.78					-2.6288116828905E-09
0.79					-2.64256586337516E-09
0.8					-2.65633801535251E-09
0.81					-2.67012775309727E-09
0.82					-2.68393468674406E-09
0.83					-2.69775842226596E-09
0.84					-2.71159856145289E-09
0.85					-2.72545470189017E-09
0.86					-2.73932643693687E-09
0.87					-2.75321335570427E-09
0.88					-2.76711504303421E-09
0.89					-2.78103107947745E-09
0.9					-2.794961041272E-09
0.91					-2.80890450032146E-09
0.92					-2.82286102417326E-09
0.93					-2.83683017599699E-09
0.94					-2.8508115145626E-09
0.95					-2.86480459421862E-09
0.96					-2.87880896487044E-09
0.97					-2.89282417195841E-09
0.98					-2.90684975643609E-09
0.99					-2.92088525474835E-09
1						-2.93493019880955E-09
1.01					-2.94898411598166E-09
1.02					-2.96304652905233E-09
1.03					-2.97711695621304E-09
1.04					-2.99119491103716E-09
1.05					-3.00527990245801E-09
1.06					-3.01937143474694E-09
1.07					-3.03346900749136E-09
1.08					-3.0475721155728E-09
1.09					-3.0616802491449E-09
1.1					-3.07579289361147E-09
1.11					-3.08990952960449E-09
1.12					-3.1040296329621E-09
1.13					-3.11815267470662E-09
1.14					-3.13227812102252E-09
1.15					-3.14640543323442E-09
1.16					-3.16053406778511E-09
1.17					-3.17466347621344E-09
1.18					-3.18879310513242E-09
1.19					-3.20292239620709E-09
1.2					-3.21705078613258E-09
1.21					-3.23117770661202E-09
1.22					-3.2453025843346E-09
1.23					-3.25942484095346E-09
1.24					-3.27354389306376E-09
1.25					-3.28765915218061E-09
1.26					-3.30177002471711E-09
1.27					-3.31587591196232E-09
1.28					-3.32997621005927E-09
1.29					-3.34407030998299E-09
1.3					-3.35815759751853E-09
1.31					-3.37223745323899E-09
1.32					-3.38630925248356E-09
1.33					-3.40037236533558E-09
1.34					-3.41442615660063E-09
1.35					-3.42846998578457E-09
1.36					-3.44250320707167E-09
1.37					-3.4565251693027E-09
1.38					-3.4705352159531E-09
1.39					-3.48453268511106E-09
1.4					-3.49851690945575E-09
1.41					-3.51248721623545E-09
1.42					-3.52644292724581E-09
1.43					-3.54038335880803E-09
1.44					-3.55430782174713E-09
1.45					-3.56821562137023E-09
1.46					-3.58210605744483E-09
1.47					-3.59597842417715E-09
1.48					-3.60983201019047E-09
1.49					-3.62366609850351E-09
1.5					-3.63747996650888E-09
1.51					-3.65127288595142E-09
1.52					-3.6650441229068E-09
1.53					-3.67879293775991E-09
1.54					-3.69251858518346E-09
1.55					-3.70622031411655E-09
1.56					-3.71989736774324E-09
1.57					-3.73354898347124E-09
1.58					-3.74717439291056E-09
1.59					-3.76077282185227E-09
1.6					-3.77434349024721E-09
1.61					-3.78788561218485E-09
1.62					-3.80139839587213E-09
1.63					-3.81488104361232E-09
1.64					-3.82833275178398E-09
1.65					-3.84175271081999E-09
1.66					-3.85514010518649E-09
1.67					-3.86849411336206E-09
1.68					-3.88181390781681E-09
1.69					-3.89509865499157E-09
1.7					-3.90834751527712E-09
1.71					-3.92155964299352E-09
1.72					-3.93473418636943E-09
1.73					-3.94787028752153E-09
1.74					-3.960967082434E-09
1.75					-3.97402370093802E-09
1.76					-3.98703926669138E-09
1.77					-4.00001289715811E-09
1.78					-4.01294370358823E-09
1.79					-4.0258307909975E-09
1.8					-4.03867325814727E-09
1.81					-4.05147019752442E-09
1.82					-4.0642206953213E-09
1.83					-4.07692383141584E-09
1.84					-4.08957867935164E-09
1.85					-4.10218430631816E-09
1.86					-4.11473977313107E-09
1.87					-4.12724413421251E-09
1.88					-4.13969643757158E-09
1.89					-4.15209572478485E-09
1.9					-4.16444103097692E-09
1.91					-4.17673138480114E-09
1.92					-4.18896580842034E-09
1.93					-4.20114331748766E-09
1.94					-4.21326292112754E-09
1.95					-4.22532362191668E-09
1.96					-4.23732441586519E-09
1.97					-4.24926429239777E-09
1.98					-4.26114223433503E-09
1.99					-4.27295721787487E-09
2						-4.28470821257396E-09
2.01					-4.29639418132934E-09
2.02					-4.30801408036009E-09
2.03					-4.31956685918914E-09
2.04					-4.33105146062514E-09
2.05					-4.34246682074447E-09
2.06					-4.35381186887332E-09
2.07					-4.36508552756995E-09
2.08					-4.37628671260692E-09
2.09					-4.38741433295361E-09
2.1					-4.39846729075872E-09
2.11					-4.40944448133293E-09
2.12					-4.42034479313167E-09
2.13					-4.43116710773803E-09
2.14					-4.44191029984576E-09
2.15					-4.45257323724241E-09
2.16					-4.46315478079257E-09
2.17					-4.47365378442127E-09
2.18					-4.48406909509748E-09
2.19					-4.49439955281776E-09
2.2					-4.50464399059002E-09
2.21					-4.5148012344174E-09
2.22					-4.52487010328234E-09
2.23					-4.53484940913073E-09
2.24					-4.54473795685622E-09
2.25					-4.55453454428467E-09
2.26					-4.56423796215873E-09
2.27					-4.57384699412259E-09
2.28					-4.58336041670685E-09
2.29					-4.59277699931353E-09
2.3					-4.60209550420126E-09
2.31					-4.6113146864706E-09
2.32					-4.62043329404954E-09
2.33					-4.62945006767906E-09
2.34					-4.63836374089903E-09
2.35					-4.64717304003405E-09
2.36					-4.65587668417963E-09
2.37					-4.66447338518843E-09
2.38					-4.67296184765669E-09
2.39					-4.68134076891088E-09
2.4					-4.68960883899438E-09
2.41					-4.69776474065454E-09
2.42					-4.70580714932969E-09
2.43					-4.71373473313649E-09
2.44					-4.72154615285737E-09
2.45					-4.72924006192819E-09
2.46					-4.73681510642606E-09
2.47					-4.74426992505734E-09
2.48					-4.75160314914587E-09
2.49					-4.7588134026213E-09
2.5					-4.7658993020077E-09
2.51					-4.77285945641231E-09
2.52					-4.77969246751451E-09
2.53					-4.78639692955494E-09
2.54					-4.7929714293249E-09
2.55					-4.79941454615586E-09
2.56					-4.80572485190924E-09
2.57					-4.81190091096634E-09
2.58					-4.81794128021855E-09
2.59					-4.82384450905769E-09
2.6					-4.82960913936661E-09
2.61					-4.83523370550998E-09
2.62					-4.84071673432532E-09
2.63					-4.84605674511423E-09
2.64					-4.85125224963385E-09
2.65					-4.85630175208852E-09
2.66					-4.86120374912171E-09
2.67					-4.86595672980814E-09
2.68					-4.87055917564612E-09
2.69					-4.87500956055019E-09
2.7					-4.87930635084389E-09
