8796	0.01
0.00	-1.63E-05
0.01	-1.65E-05
0.02	-1.68E-05
0.03	-1.82E-05
0.04	-2.08E-05
0.05	-2.28E-05
0.06	-2.32E-05
0.07	-2.07E-05
0.08	-1.28E-05
0.09	-7.73E-08
0.10	1.11E-05
0.11	1.93E-05
0.12	2.69E-05
0.13	2.70E-05
0.14	1.42E-05
0.15	-6.06E-06
0.16	-2.77E-05
0.17	-5.56E-05
0.18	-8.72E-05
0.19	-1.04E-04
0.20	-9.90E-05
0.21	-7.82E-05
0.22	-4.39E-05
0.23	-1.74E-06
0.24	2.98E-05
0.25	3.16E-05
0.26	9.93E-06
0.27	-2.49E-05
0.28	-7.80E-05
0.29	-1.40E-04
0.30	-1.78E-04
0.31	-1.83E-04
0.32	-1.69E-04
0.33	-1.04E-04
0.34	1.97E-05
0.35	1.32E-04
0.36	1.92E-04
0.37	2.04E-04
0.38	1.86E-04
0.39	1.51E-04
0.40	9.01E-05
0.41	2.65E-05
0.42	-1.02E-05
0.43	-5.53E-05
0.44	-1.15E-04
0.45	-1.43E-04
0.46	-1.35E-04
0.47	-1.26E-04
0.48	-9.59E-05
0.49	-3.72E-05
0.50	5.68E-06
0.51	3.85E-05
0.52	8.00E-05
0.53	8.05E-05
0.54	1.67E-05
0.55	-5.19E-05
0.56	-9.71E-05
0.57	-1.96E-04
0.58	-3.25E-04
0.59	-3.55E-04
0.60	-3.21E-04
0.61	-2.72E-04
0.62	-1.22E-04
0.63	1.25E-04
0.64	3.57E-04
0.65	5.13E-04
0.66	6.12E-04
0.67	6.56E-04
0.68	6.33E-04
0.69	6.12E-04
0.70	6.25E-04
0.71	6.04E-04
0.72	5.04E-04
0.73	3.78E-04
0.74	2.85E-04
0.75	2.28E-04
0.76	1.67E-04
0.77	5.97E-05
0.78	-1.40E-04
0.79	-4.30E-04
0.80	-6.19E-04
0.81	-5.31E-04
0.82	-1.93E-04
0.83	1.47E-04
0.84	2.72E-04
0.85	2.29E-04
0.86	6.53E-05
0.87	-1.95E-04
0.88	-4.42E-04
0.89	-5.21E-04
0.90	-3.83E-04
0.91	-1.41E-04
0.92	1.09E-04
0.93	3.48E-04
0.94	5.04E-04
0.95	4.84E-04
0.96	3.24E-04
0.97	1.60E-04
0.98	9.59E-05
0.99	3.84E-05
1.00	-1.00E-04
1.01	-2.67E-04
1.02	-4.22E-04
1.03	-4.20E-04
1.04	-3.37E-04
1.05	-2.79E-04
1.06	3.07E-05
1.07	6.65E-04
1.08	1.21E-03
1.09	1.31E-03
1.10	1.04E-03
1.11	5.29E-04
1.12	-1.86E-04
1.13	-9.03E-04
1.14	-1.27E-03
1.15	-1.47E-03
1.16	-1.74E-03
1.17	-1.78E-03
1.18	-1.44E-03
1.19	-1.01E-03
1.20	-5.82E-04
1.21	-1.59E-04
1.22	9.94E-05
1.23	1.59E-04
1.24	2.52E-04
1.25	4.27E-04
1.26	2.24E-04
1.27	-6.33E-04
1.28	-1.68E-03
1.29	-2.47E-03
1.30	-2.80E-03
1.31	-2.42E-03
1.32	-1.69E-03
1.33	-1.48E-03
1.34	-1.86E-03
1.35	-2.08E-03
1.36	-1.82E-03
1.37	-1.33E-03
1.38	-5.35E-04
1.39	8.06E-04
1.40	2.10E-03
1.41	2.75E-03
1.42	2.79E-03
1.43	2.25E-03
1.44	1.12E-03
1.45	-7.50E-05
1.46	-7.51E-04
1.47	-9.19E-04
1.48	-8.47E-04
1.49	-5.02E-04
1.50	-2.08E-04
1.51	-6.12E-04
1.52	-1.21E-03
1.53	-1.23E-03
1.54	-1.28E-03
1.55	-1.95E-03
1.56	-2.30E-03
1.57	-1.39E-03
1.58	-4.05E-04
1.59	-5.27E-04
1.60	-8.01E-04
1.61	-5.59E-04
1.62	-9.52E-05
1.63	6.14E-04
1.64	1.50E-03
1.65	1.93E-03
1.66	1.69E-03
1.67	1.68E-03
1.68	2.54E-03
1.69	3.65E-03
1.70	4.48E-03
1.71	4.95E-03
1.72	4.72E-03
1.73	4.22E-03
1.74	4.51E-03
1.75	5.06E-03
1.76	4.21E-03
1.77	2.01E-03
1.78	1.86E-05
1.79	-1.20E-03
1.80	-1.90E-03
1.81	-1.79E-03
1.82	-1.10E-03
1.83	-1.14E-03
1.84	-2.03E-03
1.85	-2.43E-03
1.86	-2.08E-03
1.87	-1.38E-03
1.88	-1.90E-04
1.89	1.26E-03
1.90	1.97E-03
1.91	1.94E-03
1.92	2.34E-03
1.93	3.58E-03
1.94	4.30E-03
1.95	3.69E-03
1.96	2.29E-03
1.97	3.19E-04
1.98	-1.65E-03
1.99	-2.38E-03
2.00	-1.77E-03
2.01	-1.65E-03
2.02	-3.00E-03
2.03	-4.25E-03
2.04	-4.52E-03
2.05	-3.84E-03
2.06	-1.86E-03
2.07	9.11E-04
2.08	3.12E-03
2.09	3.91E-03
2.10	3.99E-03
2.11	4.25E-03
2.12	3.80E-03
2.13	2.28E-03
2.14	1.25E-03
2.15	8.69E-04
2.16	-5.09E-04
2.17	-2.58E-03
2.18	-3.42E-03
2.19	-2.91E-03
2.20	-2.74E-03
2.21	-3.74E-03
2.22	-4.86E-03
2.23	-5.09E-03
2.24	-3.94E-03
2.25	-9.95E-04
2.26	2.44E-03
2.27	3.97E-03
2.28	2.97E-03
2.29	5.70E-04
2.30	-2.04E-03
2.31	-4.13E-03
2.32	-4.98E-03
2.33	-4.69E-03
2.34	-4.41E-03
2.35	-4.15E-03
2.36	-2.57E-03
2.37	1.67E-04
2.38	2.42E-03
2.39	4.06E-03
2.40	5.52E-03
