7200	0.02
0.02	-8.0739056e-005
0.04	-8.0972706e-004
0.06	-1.8354506e-004
0.08	6.8796944e-005
0.1	5.6413494e-004
0.12	-2.4896706e-004
0.14	-4.9196306e-004
0.16	-4.3355056e-005
0.18	4.6132894e-004
0.2	3.3749444e-006
0.22	9.6834944e-005
0.24	-2.1158306e-004
0.26	-1.6485306e-004
0.28	8.2582294e-004
0.3	4.8936694e-004
0.32	-7.8168906e-004
0.34	-8.0739056e-005
0.36	3.1179294e-004
0.38	-7.7234306e-004
0.4	4.0758944e-005
0.42	1.8094894e-004
0.44	-1.0877706e-004
0.46	-3.5177306e-004
0.48	-4.9196306e-004
0.5	2.3702494e-004
0.52	1.1552694e-004
0.54	-4.6392506e-004
0.56	6.5759494e-004
0.58	7.6974694e-004
0.6	-1.5317056e-005
0.62	-1.9289106e-004
0.64	3.2113894e-004
0.66	-9.7795506e-004
0.68	3.2113894e-004
0.7000000000000001	2.3702494e-004
0.72	-7.8168906e-004
0.74	-3.0504306e-004
0.76	2.0898694e-004
0.78	-3.7981106e-004
0.8	-5.5738506e-004
0.8200000000000001	9.2862894e-004
0.84	4.8936694e-004
0.86	-7.8168906e-004
0.88	4.6132894e-004
0.9	-1.0877706e-004
0.92	-3.2373506e-004
0.9400000000000001	-2.2092906e-004
0.96	3.1412944e-005
0.98	-4.7327106e-004
1.0	-5.2701056e-005
1.02	5.9217294e-004
1.04	-7.2561306e-004
1.06	-2.6765906e-004
1.08	6.2021094e-004
1.1	-8.0739056e-005
1.12	-2.7700506e-004
1.1400000000000001	4.8002094e-004
1.16	2.6506294e-004
1.18	-3.3308106e-004
1.2	-3.2373506e-004
1.22	3.4917694e-004
1.24	-5.2701056e-005
1.26	-2.9569706e-004
1.28	5.6413494e-004
1.3	-2.2092906e-004
1.32	-9.6860906e-004
1.34	7.8843894e-004
1.36	-2.2092906e-004
1.3800000000000001	-4.7327106e-004
1.4000000000000001	-3.2373506e-004
1.42	8.2582294e-004
1.44	-2.6765906e-004
1.46	-8.0038106e-004
1.48	4.0525294e-004
1.5	6.8563294e-004
1.52	-1.1461831e-003
1.54	-1.5550706e-004
1.56	1.2720944e-005
1.58	-3.8915706e-004
1.6	2.8375494e-004
1.62	8.7488944e-005
1.6400000000000001	5.9450944e-005
1.6600000000000001	-2.6765906e-004
1.68	-1.2746906e-004
1.7	2.0898694e-004
1.72	3.1412944e-005
1.74	-4.7327106e-004
1.76	3.1412944e-005
1.78	1.4356494e-004
1.8	-1.5550706e-004
1.82	-3.8915706e-004
1.84	1.2720944e-005
1.86	-1.8354506e-004
1.8800000000000001	-2.4896706e-004
1.9000000000000001	1.1552694e-004
1.92	2.9310094e-004
1.94	4.0525294e-004
1.96	-6.3215306e-004
1.98	1.9964094e-004
2.0	6.2021094e-004
2.02	3.2113894e-004
2.04	-5.8542306e-004
2.06	-4.3355056e-005
2.08	3.9590694e-004
2.1	-6.4149906e-004
2.12	-6.0411506e-004
2.14	7.9778494e-004
2.16	4.2394494e-004
2.18	-7.2561306e-004
2.2	1.9964094e-004
2.22	-1.5317056e-005
2.24	1.9964094e-004
2.2600000000000002	-5.2701056e-005
2.2800000000000002	-8.0972706e-004
2.3000000000000003	3.9590694e-004
2.32	1.9964094e-004
2.34	-6.8822906e-004
2.36	-4.3355056e-005
2.38	-1.2746906e-004
2.4	-4.3355056e-005
2.42	1.9964094e-004
2.44	-4.1719506e-004
2.46	5.9450944e-005
2.48	2.6506294e-004
2.5	-6.1346106e-004
2.52	2.0898694e-004
2.54	-3.8915706e-004
2.56	1.2487294e-004
2.58	5.9450944e-005
2.6	-5.0130906e-004
2.62	3.1412944e-005
2.64	-3.3308106e-004
2.66	6.0151894e-004
2.68	-1.8354506e-004
2.7	-1.0340311e-003
2.72	8.1647694e-004
2.74	5.3609694e-004
2.7600000000000002	-6.8822906e-004
2.7800000000000002	3.1412944e-005
2.8000000000000003	-5.2934706e-004
2.82	-2.9569706e-004
2.84	1.8094894e-004
2.86	-2.6765906e-004
2.88	2.2767894e-004
2.9	-4.1719506e-004
2.92	-4.3355056e-005
2.94	1.4356494e-004
2.96	-2.9569706e-004
2.98	1.5291094e-004
3.0	5.0805894e-004
3.02	-1.0527231e-003
3.04	-4.4523306e-004
3.06	-2.9569706e-004
3.08	4.0525294e-004
3.1	-4.4523306e-004
3.12	-5.4803906e-004
3.14	-1.5550706e-004
3.16	9.6834944e-005
3.18	8.7488944e-005
3.2	-5.0130906e-004
3.22	-8.6580306e-004
3.24	9.6834944e-005
3.2600000000000002	5.6413494e-004
3.2800000000000002	-2.4663056e-005
3.3000000000000003	-8.3776506e-004
3.3200000000000003	7.1367094e-004
3.34	-5.2934706e-004
3.36	-4.3588706e-004
3.38	2.0898694e-004
3.4	1.2720944e-005
3.42	5.4544294e-004
3.44	-1.3681506e-004
3.46	-3.8915706e-004
3.48	3.2113894e-004
3.5	-4.1719506e-004
3.52	-3.6111906e-004
3.54	-2.4663056e-005
3.56	-2.4896706e-004
3.58	-4.0784906e-004
3.6	-1.0877706e-004
3.62	-5.2000106e-004
3.64	5.0805894e-004
3.66	1.2720944e-005
3.68	3.1412944e-005
3.7	-2.7700506e-004
3.72	-5.2701056e-005
3.74	2.3702494e-004
3.7600000000000002	-7.8168906e-004
