0.00305176	0.010535	1.00001
0.00610352	0.00406722	1.00003
0.00915527	0.00294689	1.00008
0.012207	0.00123121	1.00014
0.0152588	0.00161732	1.00023
0.0183105	0.00152028	1.00034
0.0213623	0.00174783	1.00047
0.0244141	0.000882246	1.00062
0.0274658	0.00124292	1.00078
0.0305176	0.00125714	1.00097
0.0335693	0.00313147	1.00118
0.0366211	0.00329938	1.00141
0.0396729	0.00145916	1.00166
0.0427246	0.00247264	1.00193
0.0457764	0.00179377	1.00222
0.0488281	0.00178948	1.00254
0.0518799	0.00188456	1.00287
0.0549316	0.0021832	1.00322
0.0579834	0.00263117	1.00359
0.0610352	0.00202781	1.00399
0.0640869	0.00196683	1.0044
0.0671387	0.0008552	1.00484
0.0701904	0.00272447	1.00529
0.0732422	0.00231593	1.00577
0.0762939	0.00231871	1.00627
0.0793457	0.00345064	1.00679
0.0823975	0.0021743	1.00733
0.0854492	0.0010408	1.00789
0.088501	0.00194725	1.00847
0.0915527	0.00302092	1.00907
0.0946045	0.00246506	1.0097
0.0976563	0.000371721	1.01034
0.100708	0.00206372	1.01101
0.10376	0.00156599	1.0117
0.106812	0.00224897	1.01241
0.109863	0.00263829	1.01314
0.112915	0.00106097	1.01389
0.115967	0.00286666	1.01466
0.119019	0.00333422	1.01546
0.12207	0.00288488	1.01628
0.125122	0.00393681	1.01712
0.128174	0.00407279	1.01798
0.131226	0.0026564	1.01886
0.134277	0.000513966	1.01977
0.137329	0.00347836	1.02069
0.140381	0.00496245	1.02164
0.143433	0.00355294	1.02262
0.146484	0.00455318	1.02361
0.149536	0.00524104	1.02463
0.152588	0.00357284	1.02567
0.15564	0.00155497	1.02673
0.158691	0.00327035	1.02781
0.161743	0.00489233	1.02892
0.164795	0.00302143	1.03005
0.167847	0.00507673	1.03121
0.170898	0.00616893	1.03239
0.17395	0.00448847	1.03359
0.177002	0.00289467	1.03481
0.180054	0.00371057	1.03606
0.183105	0.00496099	1.03733
0.186157	0.00496351	1.03863
0.189209	0.00361332	1.03995
0.192261	0.00604582	1.0413
0.195313	0.00709186	1.04266
0.198364	0.00483941	1.04406
0.201416	0.00258398	1.04548
0.204468	0.00313926	1.04692
0.20752	0.00362174	1.04839
0.210571	0.00463613	1.04988
0.213623	0.00362889	1.0514
0.216675	0.00316125	1.05294
0.219727	0.00309837	1.05451
0.222778	0.0016521	1.0561
0.22583	0.00361039	1.05772
0.228882	0.00394267	1.05937
0.231934	0.000750189	1.06104
0.234985	0.00147493	1.06274
0.238037	0.00131391	1.06447
0.241089	0.000884494	1.06622
0.244141	0.00191461	1.068
0.247192	0.00300279	1.0698
0.250244	0.00193284	1.07164
0.253296	0.00229454	1.0735
0.256348	0.00489663	1.07539
0.259399	0.00260977	1.0773
0.262451	0.00251364	1.07925
0.265503	0.00572515	1.08122
0.268555	0.00536251	1.08322
0.271606	0.00340629	1.08526
0.274658	0.00500177	1.08731
0.27771	0.00526283	1.0894
0.280762	0.00488067	1.09152
0.283813	0.00062117	1.09367
0.286865	0.00440994	1.09585
0.289917	0.00348855	1.09806
0.292969	0.00337051	1.10029
0.296021	0.00609656	1.10256
0.299072	0.00648788	1.10486
0.302124	0.00374235	1.10719
0.305176	0.00217399	1.10956
0.308228	0.004226	1.11195
0.311279	0.00391462	1.11438
0.314331	0.00177322	1.11684
0.317383	0.00394047	1.11933
0.320435	0.0052145	1.12185
0.323486	0.00408127	1.12441
0.326538	0.00358737	1.127
0.32959	0.00457737	1.12963
0.332642	0.00431958	1.13228
0.335693	0.00276339	1.13498
0.338745	0.0043305	1.13771
0.341797	0.00659008	1.14047
0.344849	0.00704824	1.14327
0.3479	0.0053696	1.1461
0.350952	0.00626618	1.14897
0.354004	0.00482574	1.15188
0.357056	0.0014979	1.15482
0.360107	0.00321016	1.1578
0.363159	0.00465131	1.16082
0.366211	0.00445365	1.16388
0.369263	0.0018326	1.16697
0.372314	0.00418179	1.17011
0.375366	0.00059252	1.17328
0.378418	0.00185586	1.17649
0.38147	0.00496743	1.17974
